Previous Wall_Arr[0][0] Position ; X = 0 ; Y = 0 ;       NEW ;  Wall_Arr[0][0] Position ; X = -45 ; Y = -1215
Previous Wall_Arr[92][8] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[92][8] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[92][9] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[92][9] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[92][10] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[92][10] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[92][11] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[92][11] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[92][12] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[92][12] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[92][13] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[92][13] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[92][14] Position ; X = 1472 ; Y = 224 ;       NEW ;  Wall_Arr[92][14] Position ; X = 8235 ; Y = 45
Previous Wall_Arr[92][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[92][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[92][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[92][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[92][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[92][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[92][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[92][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[92][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[92][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[92][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[92][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[92][21] Position ; X = 1472 ; Y = 336 ;       NEW ;  Wall_Arr[92][21] Position ; X = 8235 ; Y = 675
Previous Wall_Arr[93][0] Position ; X = 1488 ; Y = 0 ;       NEW ;  Wall_Arr[93][0] Position ; X = 8325 ; Y = -1215
Previous Wall_Arr[93][1] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][1] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][2] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][2] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][3] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][3] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][4] Position ; X = 1488 ; Y = 64 ;       NEW ;  Wall_Arr[93][4] Position ; X = 8325 ; Y = -855
Previous Wall_Arr[93][5] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][5] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][6] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][6] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][7] Position ; X = 1488 ; Y = 112 ;       NEW ;  Wall_Arr[93][7] Position ; X = 8325 ; Y = -585
Previous Wall_Arr[93][8] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][8] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][9] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][9] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][10] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][10] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][11] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][11] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][12] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][12] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][13] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][13] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][14] Position ; X = 1488 ; Y = 224 ;       NEW ;  Wall_Arr[93][14] Position ; X = 8325 ; Y = 45
Previous Wall_Arr[93][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[93][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[93][21] Position ; X = 1488 ; Y = 336 ;       NEW ;  Wall_Arr[93][21] Position ; X = 8325 ; Y = 675
Previous Wall_Arr[94][0] Position ; X = 1504 ; Y = 0 ;       NEW ;  Wall_Arr[94][0] Position ; X = 8415 ; Y = -1215
Previous Wall_Arr[94][1] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][1] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][2] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][2] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][3] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][3] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][4] Position ; X = 1504 ; Y = 64 ;       NEW ;  Wall_Arr[94][4] Position ; X = 8415 ; Y = -855
Previous Wall_Arr[94][5] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][5] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][6] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][6] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][7] Position ; X = 1504 ; Y = 112 ;       NEW ;  Wall_Arr[94][7] Position ; X = 8415 ; Y = -585
Previous Wall_Arr[94][8] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][8] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][9] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][9] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][10] Position ; X = 1504 ; Y = 160 ;       NEW ;  Wall_Arr[94][10] Position ; X = 8415 ; Y = -315
Previous Wall_Arr[94][11] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][11] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][12] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][12] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][13] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][13] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][14] Position ; X = 1504 ; Y = 224 ;       NEW ;  Wall_Arr[94][14] Position ; X = 8415 ; Y = 45
Previous Wall_Arr[94][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[94][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[94][21] Position ; X = 1504 ; Y = 336 ;       NEW ;  Wall_Arr[94][21] Position ; X = 8415 ; Y = 675
Previous Wall_Arr[95][0] Position ; X = 1520 ; Y = 0 ;       NEW ;  Wall_Arr[95][0] Position ; X = 8505 ; Y = -1215
Previous Wall_Arr[95][1] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[95][1] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[95][2] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[95][2] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[95][3] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[95][3] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[95][4] Position ; X = 1520 ; Y = 64 ;       NEW ;  Wall_Arr[95][4] Position ; X = 8505 ; Y = -855
Previous Wall_Arr[95][5] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[95][5] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[95][6] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[95][6] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[95][7] Position ; X = 1520 ; Y = 112 ;       NEW ;  Wall_Arr[95][7] Position ; X = 8505 ; Y = -585
Previous Wall_Arr[95][8] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[95][8] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[95][9] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[95][9] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[95][10] Position ; X = 1520 ; Y = 160 ;       NEW ;  Wall_Arr[95][10] Position ; X = 8505 ; Y = -315
Previous Wall_Arr[95][11] Position ; X = 1520 ; Y = 176 ;       NEW ;  Wall_Arr[95][11] Position ; X = 8505 ; Y = -225
Previous Wall_Arr[95][12] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[95][12] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[95][13] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[95][13] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[95][14] Position ; X = 1520 ; Y = 224 ;       NEW ;  Wall_Arr[95][14] Position ; X = 8505 ; Y = 45
Previous Wall_Arr[95][15] Position ; X = 1520 ; Y = 240 ;       NEW ;  Wall_Arr[95][15] Position ; X = 8505 ; Y = 135
Previous Wall_Arr[95][16] Position ; X = 1520 ; Y = 256 ;       NEW ;  Wall_Arr[95][16] Position ; X = 8505 ; Y = 225
Previous Wall_Arr[95][17] Position ; X = 1520 ; Y = 272 ;       NEW ;  Wall_Arr[95][17] Position ; X = 8505 ; Y = 315
Previous Wall_Arr[95][18] Position ; X = 1520 ; Y = 288 ;       NEW ;  Wall_Arr[95][18] Position ; X = 8505 ; Y = 405
Previous Wall_Arr[95][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[95][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[95][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[95][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[95][21] Position ; X = 1520 ; Y = 336 ;       NEW ;  Wall_Arr[95][21] Position ; X = 8505 ; Y = 675
Previous Wall_Arr[96][0] Position ; X = 1536 ; Y = 0 ;       NEW ;  Wall_Arr[96][0] Position ; X = 8595 ; Y = -1215
Previous Wall_Arr[96][1] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[96][1] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[96][2] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[96][2] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[96][3] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[96][3] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[96][4] Position ; X = 1536 ; Y = 64 ;       NEW ;  Wall_Arr[96][4] Position ; X = 8595 ; Y = -855
Previous Wall_Arr[96][5] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[96][5] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[96][6] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[96][6] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[96][7] Position ; X = 1536 ; Y = 112 ;       NEW ;  Wall_Arr[96][7] Position ; X = 8595 ; Y = -585
Previous Wall_Arr[96][8] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[96][8] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[96][9] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[96][9] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[96][10] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[96][10] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[96][11] Position ; X = 1536 ; Y = 176 ;       NEW ;  Wall_Arr[96][11] Position ; X = 8595 ; Y = -225
Previous Wall_Arr[96][12] Position ; X = 1536 ; Y = 192 ;       NEW ;  Wall_Arr[96][12] Position ; X = 8595 ; Y = -135
Previous Wall_Arr[96][13] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[96][13] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[96][14] Position ; X = 1536 ; Y = 224 ;       NEW ;  Wall_Arr[96][14] Position ; X = 8595 ; Y = 45
Previous Wall_Arr[96][15] Position ; X = 1536 ; Y = 240 ;       NEW ;  Wall_Arr[96][15] Position ; X = 8595 ; Y = 135
Previous Wall_Arr[96][16] Position ; X = 1536 ; Y = 256 ;       NEW ;  Wall_Arr[96][16] Position ; X = 8595 ; Y = 225
Previous Wall_Arr[96][17] Position ; X = 1536 ; Y = 272 ;       NEW ;  Wall_Arr[96][17] Position ; X = 8595 ; Y = 315
Previous Wall_Arr[96][18] Position ; X = 1536 ; Y = 288 ;       NEW ;  Wall_Arr[96][18] Position ; X = 8595 ; Y = 405
Previous Wall_Arr[96][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[96][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[96][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[96][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[96][21] Position ; X = 1536 ; Y = 336 ;       NEW ;  Wall_Arr[96][21] Position ; X = 8595 ; Y = 675
Previous Wall_Arr[97][0] Position ; X = 1552 ; Y = 0 ;       NEW ;  Wall_Arr[97][0] Position ; X = 8685 ; Y = -1215
Previous Wall_Arr[97][1] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][1] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][2] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][2] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][3] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][3] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][4] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][4] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][5] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][5] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][6] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][6] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][7] Position ; X = 1552 ; Y = 112 ;       NEW ;  Wall_Arr[97][7] Position ; X = 8685 ; Y = -585
Previous Wall_Arr[97][8] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][8] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][9] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][9] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][10] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][10] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][11] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][11] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][12] Position ; X = 1552 ; Y = 192 ;       NEW ;  Wall_Arr[97][12] Position ; X = 8685 ; Y = -135
Previous Wall_Arr[97][13] Position ; X = 1552 ; Y = 208 ;       NEW ;  Wall_Arr[97][13] Position ; X = 8685 ; Y = -45
Previous Wall_Arr[97][14] Position ; X = 1552 ; Y = 224 ;       NEW ;  Wall_Arr[97][14] Position ; X = 8685 ; Y = 45
Previous Wall_Arr[97][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[97][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[97][21] Position ; X = 1552 ; Y = 336 ;       NEW ;  Wall_Arr[97][21] Position ; X = 8685 ; Y = 675
Previous Wall_Arr[98][0] Position ; X = 1568 ; Y = 0 ;       NEW ;  Wall_Arr[98][0] Position ; X = 8775 ; Y = -1215
Previous Wall_Arr[98][1] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][1] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][2] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][2] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][3] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][3] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][4] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][4] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][5] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][5] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][6] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][6] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][7] Position ; X = 1568 ; Y = 112 ;       NEW ;  Wall_Arr[98][7] Position ; X = 8775 ; Y = -585
Previous Wall_Arr[98][8] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][8] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][9] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][9] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][10] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][10] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][11] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][11] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][12] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][12] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][13] Position ; X = 1568 ; Y = 208 ;       NEW ;  Wall_Arr[98][13] Position ; X = 8775 ; Y = -45
Previous Wall_Arr[98][14] Position ; X = 1568 ; Y = 224 ;       NEW ;  Wall_Arr[98][14] Position ; X = 8775 ; Y = 45
Previous Wall_Arr[98][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[98][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[98][21] Position ; X = 1568 ; Y = 336 ;       NEW ;  Wall_Arr[98][21] Position ; X = 8775 ; Y = 675
Previous Wall_Arr[99][0] Position ; X = 1584 ; Y = 0 ;       NEW ;  Wall_Arr[99][0] Position ; X = 8865 ; Y = -1215
Previous Wall_Arr[99][1] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][1] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][2] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][2] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][3] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][3] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][4] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][4] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][5] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][5] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][6] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][6] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][7] Position ; X = 1584 ; Y = 112 ;       NEW ;  Wall_Arr[99][7] Position ; X = 8865 ; Y = -585
Previous Wall_Arr[99][8] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][8] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][9] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][9] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][10] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][10] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][11] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][11] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][12] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][12] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][13] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][13] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][14] Position ; X = 1584 ; Y = 224 ;       NEW ;  Wall_Arr[99][14] Position ; X = 8865 ; Y = 45
Previous Wall_Arr[99][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][18] Position ; X = 1584 ; Y = 288 ;       NEW ;  Wall_Arr[99][18] Position ; X = 8865 ; Y = 405
Previous Wall_Arr[99][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[99][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[99][21] Position ; X = 1584 ; Y = 336 ;       NEW ;  Wall_Arr[99][21] Position ; X = 8865 ; Y = 675
Previous Wall_Arr[100][0] Position ; X = 1600 ; Y = 0 ;       NEW ;  Wall_Arr[100][0] Position ; X = 8955 ; Y = -1215
Previous Wall_Arr[100][1] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][1] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][2] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][2] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][3] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][3] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][4] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][4] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][5] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][5] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][6] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][6] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][7] Position ; X = 1600 ; Y = 112 ;       NEW ;  Wall_Arr[100][7] Position ; X = 8955 ; Y = -585
Previous Wall_Arr[100][8] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][8] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][9] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][9] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][10] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][10] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][11] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][11] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][12] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][12] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][13] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][13] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][14] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][14] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][18] Position ; X = 1600 ; Y = 288 ;       NEW ;  Wall_Arr[100][18] Position ; X = 8955 ; Y = 405
Previous Wall_Arr[100][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[100][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[100][21] Position ; X = 1600 ; Y = 336 ;       NEW ;  Wall_Arr[100][21] Position ; X = 8955 ; Y = 675
Previous Wall_Arr[101][0] Position ; X = 1616 ; Y = 0 ;       NEW ;  Wall_Arr[101][0] Position ; X = 9045 ; Y = -1215
Previous Wall_Arr[101][1] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[101][1] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[101][2] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[101][2] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[101][3] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[101][3] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[101][4] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[101][4] Position ; X = -10000 ; Y = 0
